0.001151982091545173, 1.3494819953137202e-7
0.0014583797033931017, 3.248126314204453e-7
0.0017612074690048888, 6.918460760966451e-7
0.0021269164276366223, 0.0000014524966623139731
0.0026034136835843148, 0.0000032037647854801904
0.003229897878679562, 0.00000878278724674573
0.0029391302844620293, 0.000005357083336753634
0.004098162265269561, 0.000016668393067045093
0.005227513672964514, 0.00005680354225716691
0.0046474610090257995, 0.00003127226557462686
0.006509340913659117, 0.00009514252233658713
0.008408938515421762, 0.00027870274840218606
0.010055981495620231, 0.0006414666039237359
0.012647332463948602, 0.0013321749620247014
0.01591388080462492, 0.0031079106143782854
0.01933748982369059, 0.006047508857922944
0.025163614193208766, 0.01459960207432798
0.040058654717832265, 0.05116792132249631
0.05309351425691893, 0.09201762272754072
0.07115294370892288, 0.15868734744031182
0.0977147147827619, 0.299663060510438
0.12820867660208302, 0.46482416063307447
0.17650368811178258, 0.6829651736336881
0.23107982016748585, 0.936500270878063
0.3113903230443922, 1.3213817662760001
0.4169815822576952, 1.7633280552791692
0.580894139962784, 2.4388552652978635
0.7539865312324131, 2.803845354898354
1.0242870177584191, 3.5534791707920212
1.3583812306743288, 4.477726866888516
1.876179787362477, 5.288784115857711
2.4810989768003044, 6.017494423423231
3.375080813704802, 7.061309136726589
4.489205763334207, 8.051984289314793
6.038543829552658, 9.271520676494509
8.122597515856805, 10.423434634687135
10.92591066106262, 11.658796839693485
14.696717834470878, 12.947706240307912
19.768925612379842, 14.437949933842322
26.59168014719371, 15.758209587928706
35.44921227403368, 16.320657743303357
48.11397082089481, 18.86802934656419
64.7193149373495, 20.384211009066828
87.05558187146798, 20.579682048001953
117.10065754429411, 23.050656668557963
158.58002065006247, 24.870635851685698
217.63825811524623, 27.149877033472936
350.87508674779804, 29.277787527079973
515.671214507789, 32.73415968094818
693.6423489154545, 34.61443178382948
933.0358078416292, 36.379173694041384
1255.0499837212108, 38.23388715222228
1688.1993685562488, 40.430067292410264
2270.839524290061, 41.44586254210007
3054.5634841031365, 45.06986853331749
4108.770337407838, 45.500067704463206
5526.810548682807, 47.25679373429081
7434.252180739362, 51.52549771241513
10000.00000000002, 53.493011237800175
13451.252065282384, 55.36581574479419
18093.61821237625, 57.65629707667168
24338.18193476565, 56.705021000695545
32737.902001523416, 59.47443756056753
44036.57719110014, 60.93138123676457
59234.70998897517, 65.15899973089905
79678.10150756036, 67.4402335882486
107177.02274613487, 69.8013340478083
144166.5148564755, 71.5843029177433
193922.01307077252, 76.1612734390341
260849.3878821941, 79.88091392519803
350875.0867477988, 87.44021498166289
468801.31243925897, 93.69328351710838
634859.9859849081, 90.95055179627697
873924.9216663105, 102.00741615826462
1121695.086901998, 107.79771533783058
1545133.784200343, 96.60878126601898
2078398.4005862323, 101.84563500665654
2795706.0778365103, 104.44712678661678
3760574.7153420793, 108.76809977066392
5058443.840639355, 112.23181984611105
6804240.315851494, 116.87484523537077
9152555.160127487, 121.33773931669214
12311332.650027506, 125.2017395563455
16560283.87350606, 136.09372864237938
22843140.404175058, 138.1529733891472
29963545.38957893, 141.13098042595547
41405841.12287945, 145.01334926845902
55696040.59188831, 151.47578793296663
74918148.10396875, 156.29953431369634
100774289.44106372, 162.76563908810903
135554036.89714703, 167.9489107724641
182337151.87701097, 174.89694973221987
245266299.07633463, 180.46654299715016
329913881.19947064, 187.93243584462164
443775477.5849661, 193.9171441574001
596933580.9386439, 201.93948777590415
802950406.3437327, 209.0094427867669
1080068831.1650443, 216.99051863995516
1452827809.5855901, 225.27635379456748
1954235307.418781, 232.45027915326193
2628691171.4964366, 242.80929561039173
3535918754.9580936, 249.77535194821573
4756253445.530067, 260.906450567851
6397756398.219265, 269.2150163380628
8605783396.47203, 280.3524295756068
11575856168.5167, 289.28025253627953
15570975919.41705, 301.2477637018213
20944912199.45204, 310.84099856588193
28173529348.003693, 323.70047683454953
37006277964.22118, 372.2679686900981
50976108371.79574, 348.89362973541074
68569248301.61746, 358.9031834245917
93002335267.86737, 414.08009729587695
